title,url,date,category,teaser,body,image
"Title: Coast Guard says Titan submersible deaths were preventable and faults company's CEO
","URL: https://www.npr.org/sections/national/
","Date from URL: Not found
","Category: National
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: Confederate statue toppled during Black Lives Matter protests will be reinstalled
","URL: https://www.npr.org/2025/08/05/nx-s1-5493106/confederate-statue-albert-pike-reinstall
","Date from URL: 2025-08-05
","Category: Culture
","Teaser: Police extinguish the burning statue of Confederate General Albert Pike near Judiciary Square in the District on June 19, 2020.Evelyn Hockstein/For The Washington Post/Getty Imageshide caption
","Body: CultureConfederate statue toppled during Black Lives Matter protests will be reinstalled
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6000x3375+0+292/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F84%2F60%2F7de550ef46d59a19a36055418234%2Fgettyimages-1225059089.jpg

"
"Title: Confederate statue toppled during Black Lives Matter protests will be reinstalled
","URL: https://www.npr.org/2025/08/05/nx-s1-5493106/confederate-statue-albert-pike-reinstall
","Date from URL: 2025-08-05
","Category: Culture
","Teaser: Police extinguish the burning statue of Confederate General Albert Pike near Judiciary Square in the District on June 19, 2020.Evelyn Hockstein/For The Washington Post/Getty Imageshide caption
","Body: CultureConfederate statue toppled during Black Lives Matter protests will be reinstalled
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6000x3375+0+292/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F84%2F60%2F7de550ef46d59a19a36055418234%2Fgettyimages-1225059089.jpg

"
"Title: Confederate statue toppled during Black Lives Matter protests will be reinstalled
","URL: https://www.npr.org/sections/culture/
","Date from URL: Not found
","Category: Culture
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: NFL and ESPN reach nonbinding agreement for sale of NFL Network and other media assets
","URL: https://www.npr.org/2025/08/06/nx-s1-5493561/nfl-and-espn-reach-nonbinding-agreement-for-sale-of-nfl-network-and-other-media-assets
","Date from URL: 2025-08-06
","Category: Media
","Teaser: ESPN Monday Night Football TV camera is seen during the second half of an NFL football game between the Chicago Bears and Minnesota Vikings on Dec. 20, 2021, in Chicago.Kamil Krzaczynski/APhide caption
","Body: MediaNFL and ESPN reach nonbinding agreement for sale of NFL Network and other media assets
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4619x2598+0+240/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fed%2F81%2F6886088f4d39ad3a0052493ca88b%2Fap25213700025197.jpg

"
"Title: NFL and ESPN reach nonbinding agreement for sale of NFL Network and other media assets
","URL: https://www.npr.org/2025/08/06/nx-s1-5493561/nfl-and-espn-reach-nonbinding-agreement-for-sale-of-nfl-network-and-other-media-assets
","Date from URL: 2025-08-06
","Category: Media
","Teaser: ESPN Monday Night Football TV camera is seen during the second half of an NFL football game between the Chicago Bears and Minnesota Vikings on Dec. 20, 2021, in Chicago.Kamil Krzaczynski/APhide caption
","Body: MediaNFL and ESPN reach nonbinding agreement for sale of NFL Network and other media assets
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4619x2598+0+240/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fed%2F81%2F6886088f4d39ad3a0052493ca88b%2Fap25213700025197.jpg

"
"Title: NFL and ESPN reach nonbinding agreement for sale of NFL Network and other media assets
","URL: https://www.npr.org/sections/media/
","Date from URL: Not found
","Category: Media
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: CDC to disburse delayed funds for fighting fentanyl and more, staffers say
","URL: https://www.npr.org/sections/shots-health-news/2025/08/05/nx-s1-5493279/cdc-funding-freeze-overdose-omb
","Date from URL: 2025-08-05
","Category: Public Health
","Teaser: The Centers for Disease Control and Prevention headquarters in Atlanta, Georgia.Ben Hendren/Bloomberg/Getty Imageshide caption
","Body: ExclusivePublic HealthCDC to disburse delayed funds for fighting fentanyl and more, staffers say
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/1024x576+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F15%2F02%2F0860307d458e8660ceac6dee4914%2Fgettyimages-2221384472.jpg

"
"Title: CDC to disburse delayed funds for fighting fentanyl and more, staffers say
","URL: https://www.npr.org/sections/shots-health-news/2025/08/05/nx-s1-5493279/cdc-funding-freeze-overdose-omb
","Date from URL: 2025-08-05
","Category: Public Health
","Teaser: The Centers for Disease Control and Prevention headquarters in Atlanta, Georgia.Ben Hendren/Bloomberg/Getty Imageshide caption
","Body: ExclusivePublic HealthCDC to disburse delayed funds for fighting fentanyl and more, staffers say
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/1024x576+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F15%2F02%2F0860307d458e8660ceac6dee4914%2Fgettyimages-2221384472.jpg

"
"Title: CDC to disburse delayed funds for fighting fentanyl and more, staffers say
","URL: https://www.npr.org/sections/exclusive
","Date from URL: Not found
","Category: Public Health
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: 4 European countries agree to buy a combined $1 billion in U.S. weapons for Ukraine
","URL: https://www.npr.org/2025/08/05/g-s1-81084/europe-us-weapons-ukraine-russia-war
","Date from URL: 2025-08-05
","Category: Ukraine invasion — explained
","Teaser: Ukrainians have made a makeshift memorial outside an apartment building in the capital Kyiv that was hit by a Russian airstrike on July 31. A combined missile and drone attack killed more than 30 civilians and wounded more than 150 in the city that day.Roman Pilpey/AFP via Getty Imageshide caption
","Body: Ukraine invasion — explained4 European countries agree to buy a combined $1 billion in U.S. weapons for Ukraine
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6000x3375+0+313/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd5%2Fb8%2Ffe3073724cae848044a7dfece0e5%2Fukraine-8-5-gettyimages-2227943914.jpg

"
"Title: 4 European countries agree to buy a combined $1 billion in U.S. weapons for Ukraine
","URL: https://www.npr.org/2025/08/05/g-s1-81084/europe-us-weapons-ukraine-russia-war
","Date from URL: 2025-08-05
","Category: Ukraine invasion — explained
","Teaser: Ukrainians have made a makeshift memorial outside an apartment building in the capital Kyiv that was hit by a Russian airstrike on July 31. A combined missile and drone attack killed more than 30 civilians and wounded more than 150 in the city that day.Roman Pilpey/AFP via Getty Imageshide caption
","Body: Ukraine invasion — explained4 European countries agree to buy a combined $1 billion in U.S. weapons for Ukraine
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6000x3375+0+313/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd5%2Fb8%2Ffe3073724cae848044a7dfece0e5%2Fukraine-8-5-gettyimages-2227943914.jpg

"
"Title: 4 European countries agree to buy a combined $1 billion in U.S. weapons for Ukraine
","URL: https://www.npr.org/series/1082539802/russia-ukraine-invasion-explained
","Date from URL: Not found
","Category: Ukraine invasion — explained
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: Drones delivering coffee? Trump administration wants more companies using UAVs
","URL: https://www.npr.org/2025/08/05/g-s1-81121/drones-uavs-trump-administration-faa-duffy
","Date from URL: 2025-08-05
","Category: National
","Teaser: A drone hovers in airspace outside the safety perimeter surrounding St. Louis Lambert International Airport as an airliner approaches for a landing on March 10, 2025.Jeff Roberson/APhide caption
","Body: NationalDrones delivering coffee? Trump administration wants more companies using UAVs
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5474x3079+0+285/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F67%2F20%2F2ce1b2194fe68916a90598df259e%2Fap25217533289484.jpg

"
"Title: Drones delivering coffee? Trump administration wants more companies using UAVs
","URL: https://www.npr.org/2025/08/05/g-s1-81121/drones-uavs-trump-administration-faa-duffy
","Date from URL: 2025-08-05
","Category: National
","Teaser: A drone hovers in airspace outside the safety perimeter surrounding St. Louis Lambert International Airport as an airliner approaches for a landing on March 10, 2025.Jeff Roberson/APhide caption
","Body: NationalDrones delivering coffee? Trump administration wants more companies using UAVs
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5474x3079+0+285/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F67%2F20%2F2ce1b2194fe68916a90598df259e%2Fap25217533289484.jpg

"
"Title: Drones delivering coffee? Trump administration wants more companies using UAVs
","URL: https://www.npr.org/sections/national/
","Date from URL: Not found
","Category: National
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: Do we have a song of the summer this year?
","URL: https://www.npr.org/2025/08/05/g-s1-81101/what-is-the-song-of-the-summer-2025
","Date from URL: 2025-08-05
","Category: Music
","Teaser: Sabrina Carpenter's ""Manchild"" sits at No. 8 onBillboard's Songs of the Summer chart, while Alex Warren's ""Ordinary"" is at No. 1.Photo by Samir Hussein/WireImage; Photo by Barry Brecheisen/Getty Imageshide caption
","Body: MusicDo we have a song of the summer this year?
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/7500x4219+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F93%2F2f%2Fc8f325a94990bb81a9ea3f3586c5%2Fcomposite-gettyimages-2.jpg

"
"Title: Do we have a song of the summer this year?
","URL: https://www.npr.org/2025/08/05/g-s1-81101/what-is-the-song-of-the-summer-2025
","Date from URL: 2025-08-05
","Category: Music
","Teaser: Sabrina Carpenter's ""Manchild"" sits at No. 8 onBillboard's Songs of the Summer chart, while Alex Warren's ""Ordinary"" is at No. 1.Photo by Samir Hussein/WireImage; Photo by Barry Brecheisen/Getty Imageshide caption
","Body: MusicDo we have a song of the summer this year?
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/7500x4219+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F93%2F2f%2Fc8f325a94990bb81a9ea3f3586c5%2Fcomposite-gettyimages-2.jpg

"
"Title: Do we have a song of the summer this year?
","URL: https://www.npr.org/music
","Date from URL: Not found
","Category: Music
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: Trump establishes LA Olympics security task force, threatens to redeploy National Guard
","URL: https://laist.com/news/trump-establishes-la-olympics-security-task-force-threatens-to-deploy-national-guard
","Date from URL: Not found
","Category: No category found
","Teaser: Mayor Karen Bass holds the official Olympic Flag as it returns to Los Angeles for the first time in 40 years via flight LA28 founding partner Delta Air Lines at LAX airport on Aug. 12, 2024, in Los Angeles.Dania Maxwell/Los Angeles Times/Getty Imageshide caption
","Body: Trump establishes LA Olympics security task force, threatens to redeploy National GuardLAist 89.3President Trump on Tuesday signed an executive order to form a security task force for the Los Angeles 2028 Olympics, mobilizing agencies across the federal government to prepare for the mega-event.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6958x3914+0+727/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Ff1%2F19%2F0d0c8f9e40e4a1139c4abff2ce3b%2Fgettyimages-2165998673.jpg

"
"Title: Trump establishes LA Olympics security task force, threatens to redeploy National Guard
","URL: https://laist.com/news/trump-establishes-la-olympics-security-task-force-threatens-to-deploy-national-guard
","Date from URL: Not found
","Category: No category found
","Teaser: Mayor Karen Bass holds the official Olympic Flag as it returns to Los Angeles for the first time in 40 years via flight LA28 founding partner Delta Air Lines at LAX airport on Aug. 12, 2024, in Los Angeles.Dania Maxwell/Los Angeles Times/Getty Imageshide caption
","Body: Trump establishes LA Olympics security task force, threatens to redeploy National GuardLAist 89.3President Trump on Tuesday signed an executive order to form a security task force for the Los Angeles 2028 Olympics, mobilizing agencies across the federal government to prepare for the mega-event.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6958x3914+0+727/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Ff1%2F19%2F0d0c8f9e40e4a1139c4abff2ce3b%2Fgettyimages-2165998673.jpg

"
"Title: Trump establishes LA Olympics security task force, threatens to redeploy National Guard
","URL: https://laist.com/news/trump-establishes-la-olympics-security-task-force-threatens-to-deploy-national-guard
","Date from URL: Not found
","Category: No category found
","Teaser: President Trump on Tuesday signed an executive order to form a security task force for the Los Angeles 2028 Olympics, mobilizing agencies across the federal government to prepare for the mega-event.
","Body: No body found
","Image: No image found

"
"Title: RFK Jr. pulls $500 million in funding for mRNA vaccine contracts
","URL: https://www.npr.org/2025/08/05/nx-s1-5493550/rfk-jr-funding-mrna-vaccine-development
","Date from URL: 2025-08-05
","Category: Health
","Teaser: Health and Human Services Secretary Robert F. Kennedy Jr. speaks as President Donald Trump listens at an event to promote his proposal to improve Americans' access to their medical records in the East Room of the White House, Wednesday, July 30, 2025, in Washington.Mark Schiefelbein/APhide caption
","Body: HealthRFK Jr. pulls $500 million in funding for mRNA vaccine contractsThe Department of Health and Human Services will cancel contracts and pull funding for some vaccines that are being developed to fight respiratory viruses like COVID-19 and the flu.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4874x2742+0+254/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F2c%2F3f%2F18ec19304a479ff140a705bf8a57%2Fap25211762797023.jpg

"
"Title: RFK Jr. pulls $500 million in funding for mRNA vaccine contracts
","URL: https://www.npr.org/2025/08/05/nx-s1-5493550/rfk-jr-funding-mrna-vaccine-development
","Date from URL: 2025-08-05
","Category: Health
","Teaser: Health and Human Services Secretary Robert F. Kennedy Jr. speaks as President Donald Trump listens at an event to promote his proposal to improve Americans' access to their medical records in the East Room of the White House, Wednesday, July 30, 2025, in Washington.Mark Schiefelbein/APhide caption
","Body: HealthRFK Jr. pulls $500 million in funding for mRNA vaccine contractsThe Department of Health and Human Services will cancel contracts and pull funding for some vaccines that are being developed to fight respiratory viruses like COVID-19 and the flu.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4874x2742+0+254/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F2c%2F3f%2F18ec19304a479ff140a705bf8a57%2Fap25211762797023.jpg

"
"Title: RFK Jr. pulls $500 million in funding for mRNA vaccine contracts
","URL: https://www.npr.org/sections/health/
","Date from URL: Not found
","Category: Health
","Teaser: The Department of Health and Human Services will cancel contracts and pull funding for some vaccines that are being developed to fight respiratory viruses like COVID-19 and the flu.
","Body: No body found
","Image: No image found

"
"Title: Hurricane Katrina was a catalyst for change in New Orleans' public defender office
","URL: https://www.npr.org/2025/08/05/nx-s1-5466325/hurricane-katrina-new-orleans-public-defender
","Date from URL: 2025-08-05
","Category: National
","Teaser: Left to right: Ronald Marshall poses for a portrait outside the prison he was held in when Katrina hit. Orleans Parish District Attorney Jason Williams at his office in New Orleans. Meghan Garvey, the only full-time public defense attorney in New Orleans.Claire Harbage/NPRhide caption
","Body: NationalHurricane Katrina was a catalyst for change in New Orleans' public defender officeHurricane Katrina exposed longstanding flaws in the New Orleans criminal justice system. In the 20 years since, there has been dramatic change in the public defender office.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/7500x4219+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fc6%2F36%2F5f174955484b9d8fd7e0e7aa8f72%2F2-images-2.jpg

"
"Title: Hurricane Katrina was a catalyst for change in New Orleans' public defender office
","URL: https://www.npr.org/2025/08/05/nx-s1-5466325/hurricane-katrina-new-orleans-public-defender
","Date from URL: 2025-08-05
","Category: National
","Teaser: Left to right: Ronald Marshall poses for a portrait outside the prison he was held in when Katrina hit. Orleans Parish District Attorney Jason Williams at his office in New Orleans. Meghan Garvey, the only full-time public defense attorney in New Orleans.Claire Harbage/NPRhide caption
","Body: NationalHurricane Katrina was a catalyst for change in New Orleans' public defender officeHurricane Katrina exposed longstanding flaws in the New Orleans criminal justice system. In the 20 years since, there has been dramatic change in the public defender office.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/7500x4219+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fc6%2F36%2F5f174955484b9d8fd7e0e7aa8f72%2F2-images-2.jpg

"
"Title: Hurricane Katrina was a catalyst for change in New Orleans' public defender office
","URL: https://www.npr.org/sections/national/
","Date from URL: Not found
","Category: National
","Teaser: Hurricane Katrina exposed longstanding flaws in the New Orleans criminal justice system. In the 20 years since, there has been dramatic change in the public defender office.
","Body: No body found
","Image: No image found

"
"Title: This Tuscan startup sold all its olive oil in the U.S. Then came Trump's tariffs
","URL: https://www.npr.org/2025/08/05/nx-s1-5464844/trump-tariffs-europe-olive-oil
","Date from URL: 2025-08-05
","Category: Business
","Teaser: Siblings Marie-Charlotte and Romain Piro in Tuscany, among some of the olive trees they harvest to create their olive oil. Their Olio Piro startup had been exporting all of its olive oil to the United States — until new U.S. tariffs moved up their plans to start expanding elsewhere.Vikki Colvinhide caption
","Body: BusinessThis Tuscan startup sold all its olive oil in the U.S. Then came Trump's tariffsAmericans love olive oil — and import 95% of it. But tariffs are making it harder for Europeans to sell it to Americans.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/8256x4644+0+430/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F97%2F9d%2Fa46138ee4ae8941538ad24743637%2Fpiro-156.jpg

"
"Title: This Tuscan startup sold all its olive oil in the U.S. Then came Trump's tariffs
","URL: https://www.npr.org/2025/08/05/nx-s1-5464844/trump-tariffs-europe-olive-oil
","Date from URL: 2025-08-05
","Category: Business
","Teaser: Siblings Marie-Charlotte and Romain Piro in Tuscany, among some of the olive trees they harvest to create their olive oil. Their Olio Piro startup had been exporting all of its olive oil to the United States — until new U.S. tariffs moved up their plans to start expanding elsewhere.Vikki Colvinhide caption
","Body: BusinessThis Tuscan startup sold all its olive oil in the U.S. Then came Trump's tariffsAmericans love olive oil — and import 95% of it. But tariffs are making it harder for Europeans to sell it to Americans.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/8256x4644+0+430/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F97%2F9d%2Fa46138ee4ae8941538ad24743637%2Fpiro-156.jpg

"
"Title: This Tuscan startup sold all its olive oil in the U.S. Then came Trump's tariffs
","URL: https://www.npr.org/sections/business/
","Date from URL: Not found
","Category: Business
","Teaser: Americans love olive oil — and import 95% of it. But tariffs are making it harder for Europeans to sell it to Americans.
","Body: No body found
","Image: No image found

"
"Title: As Trump's tariffs take shape, is America really winning?
","URL: https://www.npr.org/2025/08/04/nx-s1-5487592/global-economy-tariffs-inflation-prices
","Date from URL: 2025-08-04
","Category: No category found
","Teaser: No teaser found
","Body: As Trump's tariffs take shape, is America really winning?
","Image: No image found

"
"Title: As Trump's tariffs take shape, is America really winning?
","URL: No link found
","Date from URL: Not found
","Category: No category found
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: Here's a list of where Trump's tariff threats — and trade deals — stand
","URL: https://www.npr.org/2025/07/12/nx-s1-5463818/trump-tariff-rate-letters
","Date from URL: 2025-07-12
","Category: No category found
","Teaser: No teaser found
","Body: Here's a list of where Trump's tariff threats — and trade deals — stand
","Image: No image found

"
"Title: Here's a list of where Trump's tariff threats — and trade deals — stand
","URL: No link found
","Date from URL: Not found
","Category: No category found
","Teaser: No teaser found
","Body: No body found
","Image: No image found

"
"Title: He said, she said, it said: I used ChatGPT as a couple's counselor. How did we fare?
","URL: https://www.npr.org/2025/08/05/nx-s1-5490447/ai-chatgpt-couples-therapy-advice
","Date from URL: 2025-08-05
","Category: Technology
","Teaser: Looking for backup, I turned to an AI chatbot for relationship wisdom. It took my side. It was only when I challenged the bot's biases — and my own — that we had a communication breakthrough.
","Body: TechnologyHe said, she said, it said: I used ChatGPT as a couple's counselor. How did we fare?Looking for backup, I turned to an AI chatbot for relationship wisdom. It took my side. It was only when I challenged the bot's biases — and my own — that we had a communication breakthrough.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2100x1181+0+22/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fcd%2F5c%2Fdb3a3ac34f97bcc6f277d1375bfa%2Fnew-expression-cahtgpt.jpg

"
"Title: He said, she said, it said: I used ChatGPT as a couple's counselor. How did we fare?
","URL: https://www.npr.org/2025/08/05/nx-s1-5490447/ai-chatgpt-couples-therapy-advice
","Date from URL: 2025-08-05
","Category: Technology
","Teaser: Looking for backup, I turned to an AI chatbot for relationship wisdom. It took my side. It was only when I challenged the bot's biases — and my own — that we had a communication breakthrough.
","Body: TechnologyHe said, she said, it said: I used ChatGPT as a couple's counselor. How did we fare?Looking for backup, I turned to an AI chatbot for relationship wisdom. It took my side. It was only when I challenged the bot's biases — and my own — that we had a communication breakthrough.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2100x1181+0+22/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fcd%2F5c%2Fdb3a3ac34f97bcc6f277d1375bfa%2Fnew-expression-cahtgpt.jpg

"
"Title: He said, she said, it said: I used ChatGPT as a couple's counselor. How did we fare?
","URL: https://www.npr.org/sections/technology/
","Date from URL: Not found
","Category: Technology
","Teaser: Looking for backup, I turned to an AI chatbot for relationship wisdom. It took my side. It was only when I challenged the bot's biases — and my own — that we had a communication breakthrough.
","Body: No body found
","Image: No image found

"
"Title: State Department may require some visa applicants to post bond of up to $15,000
","URL: https://www.npr.org/2025/08/04/nx-s1-5492557/state-department-visa-applicants-bond
","Date from URL: 2025-08-04
","Category: Politics
","Teaser: U.S. Secretary of State Marco Rubio gives a media briefing during the ASEAN foreign ministers' meeting at the in Kuala Lumpur Friday, Malaysia, on July 11, 2025.Mandel Ngan/Pool AFP/APhide caption
","Body: PoliticsState Department may require some visa applicants to post bond of up to $15,000The State Department said it would start a pilot program that will require cash deposits to tourist and business visas for people from countries with high overstay rates.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/8000x4500+0+417/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F5e%2F5e%2Fb468109c4ced917e37aba2c2d9b3%2Fap25192346128619.jpg

"
"Title: State Department may require some visa applicants to post bond of up to $15,000
","URL: https://www.npr.org/2025/08/04/nx-s1-5492557/state-department-visa-applicants-bond
","Date from URL: 2025-08-04
","Category: Politics
","Teaser: U.S. Secretary of State Marco Rubio gives a media briefing during the ASEAN foreign ministers' meeting at the in Kuala Lumpur Friday, Malaysia, on July 11, 2025.Mandel Ngan/Pool AFP/APhide caption
","Body: PoliticsState Department may require some visa applicants to post bond of up to $15,000The State Department said it would start a pilot program that will require cash deposits to tourist and business visas for people from countries with high overstay rates.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/8000x4500+0+417/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F5e%2F5e%2Fb468109c4ced917e37aba2c2d9b3%2Fap25192346128619.jpg

"
"Title: State Department may require some visa applicants to post bond of up to $15,000
","URL: https://www.npr.org/sections/politics/
","Date from URL: Not found
","Category: Politics
","Teaser: The State Department said it would start a pilot program that will require cash deposits to tourist and business visas for people from countries with high overstay rates.
","Body: No body found
","Image: No image found

"
"Title: River Tiber: Tiny Desk Concert
","URL: https://www.npr.org/2025/08/05/g-s1-77930/river-tiber-tiny-desk-concert
","Date from URL: 2025-08-05
","Category: No category found
","Teaser: River Tiber: Tiny Desk Concert
","Body: River Tiber: Tiny Desk ConcertThe Toronto native takes his turn at the piano, drums, bass and trombone while his bandmates trade instruments and sing along, pushing the barriers of what can happen in this small space.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4500x2531+0+0/resize/800/quality/85/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F42%2Fa3%2F447eeab743e79c6621b5e9bc346d%2F0805-tdc-rivertiber-mz01.jpg

"
"Title: River Tiber: Tiny Desk Concert
","URL: https://www.npr.org/2025/08/05/g-s1-77930/river-tiber-tiny-desk-concert
","Date from URL: 2025-08-05
","Category: No category found
","Teaser: The Toronto native takes his turn at the piano, drums, bass and trombone while his bandmates trade instruments and sing along, pushing the barriers of what can happen in this small space.
","Body: River Tiber: Tiny Desk ConcertThe Toronto native takes his turn at the piano, drums, bass and trombone while his bandmates trade instruments and sing along, pushing the barriers of what can happen in this small space.
","Image: No image found

"
"Title: River Tiber: Tiny Desk Concert
","URL: https://www.npr.org/2025/08/05/g-s1-77930/river-tiber-tiny-desk-concert
","Date from URL: 2025-08-05
","Category: No category found
","Teaser: The Toronto native takes his turn at the piano, drums, bass and trombone while his bandmates trade instruments and sing along, pushing the barriers of what can happen in this small space.
","Body: No body found
","Image: No image found

"
"Title: McConnell's legacy under attack as Kentucky GOP primary candidates vie for Trump endorsement
","URL: https://www.lpm.org/news/2025-08-05/mcconnells-legacy-under-attack-as-kentucky-gop-primary-candidates-vie-for-trump-endorsement
","Date from URL: Not found
","Category: No category found
","Teaser: U.S. Sen. Mitch McConnell waves to the crowds in Fancy Farm after speaking at his 30th annual political picnic.Hannah Saad/WKMShide caption
","Body: McConnell's legacy under attack as Kentucky GOP primary candidates vie for Trump endorsementLPM NewsThis year's Fancy Farm picnic in western Kentucky turned into a debate over Sen. Mitch McConnell's legacy within his own party as GOP candidates for his office vie for President Trump's endorsement.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/1760x990+0+53/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fb4%2F3b%2Fa171c1154d288823e5e9027f2d31%2Fimage-2025-08-05t205839-902.jpg

"
"Title: McConnell's legacy under attack as Kentucky GOP primary candidates vie for Trump endorsement
","URL: https://www.lpm.org/news/2025-08-05/mcconnells-legacy-under-attack-as-kentucky-gop-primary-candidates-vie-for-trump-endorsement
","Date from URL: Not found
","Category: No category found
","Teaser: U.S. Sen. Mitch McConnell waves to the crowds in Fancy Farm after speaking at his 30th annual political picnic.Hannah Saad/WKMShide caption
","Body: McConnell's legacy under attack as Kentucky GOP primary candidates vie for Trump endorsementLPM NewsThis year's Fancy Farm picnic in western Kentucky turned into a debate over Sen. Mitch McConnell's legacy within his own party as GOP candidates for his office vie for President Trump's endorsement.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/1760x990+0+53/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fb4%2F3b%2Fa171c1154d288823e5e9027f2d31%2Fimage-2025-08-05t205839-902.jpg

"
"Title: McConnell's legacy under attack as Kentucky GOP primary candidates vie for Trump endorsement
","URL: https://www.lpm.org/news/2025-08-05/mcconnells-legacy-under-attack-as-kentucky-gop-primary-candidates-vie-for-trump-endorsement
","Date from URL: Not found
","Category: No category found
","Teaser: This year's Fancy Farm picnic in western Kentucky turned into a debate over Sen. Mitch McConnell's legacy within his own party as GOP candidates for his office vie for President Trump's endorsement.
","Body: No body found
","Image: No image found

"
