title,url,date,category,teaser,body,image
"Title: Sean Combs denied bail, will remain in custody until sentencing
","URL: https://www.npr.org/2025/08/05/nx-s1-5493172/sean-combs-denied-bail
","Date from URL: 2025-08-05
","Category: Sean Combs trial
","Teaser: Last week, Sean Combs' attorneys filed a request that the music mogul be released on bail before his sentencing hearing.Gregg DeGuire/Getty Imageshide caption
","Body: Sean Combs trialSean Combs denied bail, will remain in custody until sentencingCombs was convicted on July 2 of two counts of transportation for prostitution. The music mogul had filed a request to be released on bail before his sentencing, which is scheduled for Oct. 3.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2558x1439+0+50/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F9e%2F88%2Fce997bad4523bfdaff53b6cb4ab0%2Fgettyimages-1201990151.jpg

"
"Title: Sean Combs denied bail, will remain in custody until sentencing
","URL: https://www.npr.org/series/g-s1-64046/sean-combs-trial
","Date from URL: Not found
","Category: Sean Combs trial
","Teaser: Combs was convicted on July 2 of two counts of transportation for prostitution. The music mogul had filed a request to be released on bail before his sentencing, which is scheduled for Oct. 3.
","Body: No body found
","Image: No image found

"
"Title: New books this week: unconventional novels and an oral history of Hiroshima, Nagasaki
","URL: https://www.npr.org/2025/08/05/nx-s1-5491598/new-books-this-week
","Date from URL: 2025-08-05
","Category: The Book Ahead
","Teaser: An oral history of the atomic bomb detonations 80 years ago leads this week's list of publishing highlights, which also includes a handful of novels by authors including Louis Sachar and Jason Mott.
","Body: ReviewThe Book AheadNew books this week: unconventional novels and an oral history of Hiroshima, NagasakiAn oral history of the atomic bomb detonations 80 years ago leads this week's list of publishing highlights, which also includes a handful of novels by authors including Louis Sachar and Jason Mott.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2000x1125+0+0/resize/300/quality/100/format/png/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd8%2F96%2Fc7abe1fe4bedbdb41b851f126bd1%2F6-book-covers-9.png

"
"Title: New books this week: unconventional novels and an oral history of Hiroshima, Nagasaki
","URL: https://www.npr.org/2025/08/05/nx-s1-5491598/new-books-this-week
","Date from URL: 2025-08-05
","Category: The Book Ahead
","Teaser: An oral history of the atomic bomb detonations 80 years ago leads this week's list of publishing highlights, which also includes a handful of novels by authors including Louis Sachar and Jason Mott.
","Body: ReviewThe Book AheadNew books this week: unconventional novels and an oral history of Hiroshima, NagasakiAn oral history of the atomic bomb detonations 80 years ago leads this week's list of publishing highlights, which also includes a handful of novels by authors including Louis Sachar and Jason Mott.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2000x1125+0+0/resize/300/quality/100/format/png/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd8%2F96%2Fc7abe1fe4bedbdb41b851f126bd1%2F6-book-covers-9.png

"
"Title: New books this week: unconventional novels and an oral history of Hiroshima, Nagasaki
","URL: https://www.npr.org/series/g-s1-55663/the-book-ahead
","Date from URL: Not found
","Category: The Book Ahead
","Teaser: An oral history of the atomic bomb detonations 80 years ago leads this week's list of publishing highlights, which also includes a handful of novels by authors including Louis Sachar and Jason Mott.
","Body: No body found
","Image: No image found

"
"Title: What's the secret to India's moves to conquer the global chess scene?
","URL: https://www.npr.org/sections/goats-and-soda/2025/08/05/g-s1-80632/whats-the-secret-to-indias-moves-to-conquer-the-global-chess-scene
","Date from URL: 2025-08-05
","Category: Goats and Soda
","Teaser: Seven-year-old Lakshan is coached by Selvabharathy, a trainer at Vishnu Prasanna's Chess Academy in Chennai, India.Viraj Nayarhide caption
","Body: Goats and SodaWhat's the secret to India's moves to conquer the global chess scene?With the Women's World Cup in the bag and 88 grand masters, India is ready to take over the chess world. And they're making sure their youngsters are poised to checkmate.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6707x3773+0+349/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F73%2Ff0%2F31da934c4738bb0a9e9210dfaec8%2Fdsc09558.jpg

"
"Title: What's the secret to India's moves to conquer the global chess scene?
","URL: https://www.npr.org/sections/goats-and-soda/2025/08/05/g-s1-80632/whats-the-secret-to-indias-moves-to-conquer-the-global-chess-scene
","Date from URL: 2025-08-05
","Category: Goats and Soda
","Teaser: Seven-year-old Lakshan is coached by Selvabharathy, a trainer at Vishnu Prasanna's Chess Academy in Chennai, India.Viraj Nayarhide caption
","Body: Goats and SodaWhat's the secret to India's moves to conquer the global chess scene?With the Women's World Cup in the bag and 88 grand masters, India is ready to take over the chess world. And they're making sure their youngsters are poised to checkmate.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6707x3773+0+349/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F73%2Ff0%2F31da934c4738bb0a9e9210dfaec8%2Fdsc09558.jpg

"
"Title: What's the secret to India's moves to conquer the global chess scene?
","URL: https://www.npr.org/sections/goatsandsoda/
","Date from URL: Not found
","Category: Goats and Soda
","Teaser: With the Women's World Cup in the bag and 88 grand masters, India is ready to take over the chess world. And they're making sure their youngsters are poised to checkmate.
","Body: No body found
","Image: No image found

"
"Title: Brazil's Supreme Court orders house arrest for former President Bolsonaro
","URL: https://www.npr.org/2025/08/05/nx-s1-5492994/brazil-bolsonaro-supreme-court-house-arrest
","Date from URL: 2025-08-05
","Category: The Americas
","Teaser: Brazil's former President Jair Bolsonaro gives a press conference outside the Senate in Brasilia.Luis Nova/APhide caption
","Body: The AmericasBrazil's Supreme Court orders house arrest for former President BolsonaroThe trial of the far-right leader is receiving renewed attention after U.S. President Donald Trump directly tied a 50% tariff on imported Brazilian goods to his ally's judicial situation.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3744x2106+0+195/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd5%2Fff%2F9ef5e1a64513bd3f63fa0b261671%2Fap25198567701388.jpg

"
"Title: Brazil's Supreme Court orders house arrest for former President Bolsonaro
","URL: https://www.npr.org/2025/08/05/nx-s1-5492994/brazil-bolsonaro-supreme-court-house-arrest
","Date from URL: 2025-08-05
","Category: The Americas
","Teaser: Brazil's former President Jair Bolsonaro gives a press conference outside the Senate in Brasilia.Luis Nova/APhide caption
","Body: The AmericasBrazil's Supreme Court orders house arrest for former President BolsonaroThe trial of the far-right leader is receiving renewed attention after U.S. President Donald Trump directly tied a 50% tariff on imported Brazilian goods to his ally's judicial situation.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3744x2106+0+195/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd5%2Fff%2F9ef5e1a64513bd3f63fa0b261671%2Fap25198567701388.jpg

"
"Title: Brazil's Supreme Court orders house arrest for former President Bolsonaro
","URL: https://www.npr.org/sections/latin-america/
","Date from URL: Not found
","Category: The Americas
","Teaser: The trial of the far-right leader is receiving renewed attention after U.S. President Donald Trump directly tied a 50% tariff on imported Brazilian goods to his ally's judicial situation.
","Body: No body found
","Image: No image found

"
"Title: Videos of emaciated hostages in Gaza raise pressure on Israel for a ceasefire
","URL: https://www.npr.org/2025/08/04/nx-s1-5492152/gaza-hostage-videos-israel
","Date from URL: 2025-08-04
","Category: Middle East conflict
","Teaser: Families of hostages protest demanding the release of their loved ones from Hamas captivity in the Gaza Strip at the plaza known as the ""hostages square"" in Tel Aviv, Israel, Saturday.Ariel Schalit/APhide caption
","Body: Middle East conflictVideos of emaciated hostages in Gaza raise pressure on Israel for a ceasefireNew images of emaciated Israeli hostages held in Gaza have horrified Israelis and added pressure on Prime Minister Benjamin Netanyahu to reach a ceasefire with Hamas.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/8640x4858+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fa9%2Fb9%2F2de2440245929b4dd1a6bfa0e2bb%2Fap25214349409827.jpg

"
"Title: Videos of emaciated hostages in Gaza raise pressure on Israel for a ceasefire
","URL: https://www.npr.org/2025/08/04/nx-s1-5492152/gaza-hostage-videos-israel
","Date from URL: 2025-08-04
","Category: Middle East conflict
","Teaser: Families of hostages protest demanding the release of their loved ones from Hamas captivity in the Gaza Strip at the plaza known as the ""hostages square"" in Tel Aviv, Israel, Saturday.Ariel Schalit/APhide caption
","Body: Middle East conflictVideos of emaciated hostages in Gaza raise pressure on Israel for a ceasefireNew images of emaciated Israeli hostages held in Gaza have horrified Israelis and added pressure on Prime Minister Benjamin Netanyahu to reach a ceasefire with Hamas.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/8640x4858+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fa9%2Fb9%2F2de2440245929b4dd1a6bfa0e2bb%2Fap25214349409827.jpg

"
"Title: Videos of emaciated hostages in Gaza raise pressure on Israel for a ceasefire
","URL: https://www.npr.org/series/1205445976/middle-east-crisis
","Date from URL: Not found
","Category: Middle East conflict
","Teaser: New images of emaciated Israeli hostages held in Gaza have horrified Israelis and added pressure on Prime Minister Benjamin Netanyahu to reach a ceasefire with Hamas.
","Body: No body found
","Image: No image found

"
"Title: Their son was shot by police in Bangladesh's 2024 protests. They still want justice
","URL: https://www.npr.org/2025/08/05/nx-s1-5483896/bangladesh-uprising-anniversary
","Date from URL: 2025-08-05
","Category: Asia
","Teaser: Abu Sayed's parents, Mokbul Hussein and Monowara Khatun, sit in the courtyard of their home in Rangpur, Bangladesh, on July 30. On the wall behind them hangs a memorial plaque dedicated to their son who was killed by police during protests last year.Parvez Ahmad Rony for NPRhide caption
","Body: AsiaTheir son was shot by police in Bangladesh's 2024 protests. They still want justiceIn July and August of 2024 in Bangladesh, student protesters' push for change drove the authoritarian prime minister out of power. Hundreds of demonstrators were killed.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/9504x5346+0+495/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fb6%2F59%2Fbb74acd644efa482d13f4d29a14c%2Fdsc09471.jpg

"
"Title: Their son was shot by police in Bangladesh's 2024 protests. They still want justice
","URL: https://www.npr.org/2025/08/05/nx-s1-5483896/bangladesh-uprising-anniversary
","Date from URL: 2025-08-05
","Category: Asia
","Teaser: Abu Sayed's parents, Mokbul Hussein and Monowara Khatun, sit in the courtyard of their home in Rangpur, Bangladesh, on July 30. On the wall behind them hangs a memorial plaque dedicated to their son who was killed by police during protests last year.Parvez Ahmad Rony for NPRhide caption
","Body: AsiaTheir son was shot by police in Bangladesh's 2024 protests. They still want justiceIn July and August of 2024 in Bangladesh, student protesters' push for change drove the authoritarian prime minister out of power. Hundreds of demonstrators were killed.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/9504x5346+0+495/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fb6%2F59%2Fbb74acd644efa482d13f4d29a14c%2Fdsc09471.jpg

"
"Title: Their son was shot by police in Bangladesh's 2024 protests. They still want justice
","URL: https://www.npr.org/sections/asia/
","Date from URL: Not found
","Category: Asia
","Teaser: In July and August of 2024 in Bangladesh, student protesters' push for change drove the authoritarian prime minister out of power. Hundreds of demonstrators were killed.
","Body: No body found
","Image: No image found

"
"Title: Chappell Roan's thick-skinned 'The Subway' captures a survivalist New York mood
","URL: https://www.npr.org/2025/08/04/g-s1-80900/chappell-roan-the-subway-song-review
","Date from URL: 2025-08-04
","Category: Music
","Teaser: On Chappell Roan's new song ""The Subway,"" she captures New York City's unique hardships with a broken heart.Ryan Lee Clemenshide caption
","Body: ReviewMusicChappell Roan's thick-skinned 'The Subway' captures a survivalist New York moodHer latest single has a new sound (wistful '90s acoustic pop), and a new vibe (toughing out whatever NYC public transportation throws at you, from rats to trash to unexpected encounters with your ex).
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2163x1217+0+718/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F6c%2F8c%2F507c668c4581a457c168619fad92%2Fcr-the-subway-1-ryan-lee-clemens.jpg

"
"Title: Chappell Roan's thick-skinned 'The Subway' captures a survivalist New York mood
","URL: https://www.npr.org/2025/08/04/g-s1-80900/chappell-roan-the-subway-song-review
","Date from URL: 2025-08-04
","Category: Music
","Teaser: On Chappell Roan's new song ""The Subway,"" she captures New York City's unique hardships with a broken heart.Ryan Lee Clemenshide caption
","Body: ReviewMusicChappell Roan's thick-skinned 'The Subway' captures a survivalist New York moodHer latest single has a new sound (wistful '90s acoustic pop), and a new vibe (toughing out whatever NYC public transportation throws at you, from rats to trash to unexpected encounters with your ex).
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2163x1217+0+718/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F6c%2F8c%2F507c668c4581a457c168619fad92%2Fcr-the-subway-1-ryan-lee-clemens.jpg

"
"Title: Chappell Roan's thick-skinned 'The Subway' captures a survivalist New York mood
","URL: https://www.npr.org/music
","Date from URL: Not found
","Category: Music
","Teaser: Her latest single has a new sound (wistful '90s acoustic pop), and a new vibe (toughing out whatever NYC public transportation throws at you, from rats to trash to unexpected encounters with your ex).
","Body: No body found
","Image: No image found

"
"Title: Big Freedia takes bounce music to church on new album, 'Pressing Onward'
","URL: https://www.npr.org/2025/08/05/nx-s1-5340730/big-freedia-takes-bounce-music-to-church-on-new-album-pressing-onward
","Date from URL: 2025-08-05
","Category: Interview highlights
","Teaser: Big Freedia poses for a portrait on July 15 at Esplanade Studios in New Orleans, LA. The studio was converted from a church.Claire Harbage/NPRhide caption
","Body: Interview highlightsBig Freedia takes bounce music to church on new album, 'Pressing Onward'NPR's Ari Shapiro talks with Big Freedia about her new album, ""Pressing Onward,"" and how her childhood singing in the church led her to this moment, fusing gospel with her signature bounce music.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4425x2489+0+277/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F96%2F4a%2F840e25164a3c8b63355883bd9515%2F20250715-dsc1538-edit.jpg

"
"Title: Big Freedia takes bounce music to church on new album, 'Pressing Onward'
","URL: https://www.npr.org/2025/08/05/nx-s1-5340730/big-freedia-takes-bounce-music-to-church-on-new-album-pressing-onward
","Date from URL: 2025-08-05
","Category: Interview highlights
","Teaser: Big Freedia poses for a portrait on July 15 at Esplanade Studios in New Orleans, LA. The studio was converted from a church.Claire Harbage/NPRhide caption
","Body: Interview highlightsBig Freedia takes bounce music to church on new album, 'Pressing Onward'NPR's Ari Shapiro talks with Big Freedia about her new album, ""Pressing Onward,"" and how her childhood singing in the church led her to this moment, fusing gospel with her signature bounce music.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4425x2489+0+277/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F96%2F4a%2F840e25164a3c8b63355883bd9515%2F20250715-dsc1538-edit.jpg

"
"Title: Big Freedia takes bounce music to church on new album, 'Pressing Onward'
","URL: https://www.npr.org/series/1200383155/interview-highlights
","Date from URL: Not found
","Category: Interview highlights
","Teaser: NPR's Ari Shapiro talks with Big Freedia about her new album, ""Pressing Onward,"" and how her childhood singing in the church led her to this moment, fusing gospel with her signature bounce music.
","Body: No body found
","Image: No image found

"
"Title: An engineer restores pay phones for free public use
","URL: https://www.npr.org/2025/08/04/nx-s1-5484013/engineer-restores-pay-phones-for-free-public-use
","Date from URL: 2025-08-04
","Category: National
","Teaser: Vermont Representative Philip Jay Hooper, who represents Orange County, makes a call using one of Patrick Schlott's payphones.Patrick Schlotthide caption
","Body: NationalAn engineer restores pay phones for free public useIn a rural Vermont county, spotty cellphone coverage is the norm. But a local tinkerer is using old technology to help his community stay connected free of charge.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3024x1701+0+1166/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F47%2F40%2F1a68f2024159b48a1f7a13d707f0%2Fimg-0617.jpeg

"
"Title: An engineer restores pay phones for free public use
","URL: https://www.npr.org/2025/08/04/nx-s1-5484013/engineer-restores-pay-phones-for-free-public-use
","Date from URL: 2025-08-04
","Category: National
","Teaser: Vermont Representative Philip Jay Hooper, who represents Orange County, makes a call using one of Patrick Schlott's payphones.Patrick Schlotthide caption
","Body: NationalAn engineer restores pay phones for free public useIn a rural Vermont county, spotty cellphone coverage is the norm. But a local tinkerer is using old technology to help his community stay connected free of charge.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3024x1701+0+1166/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F47%2F40%2F1a68f2024159b48a1f7a13d707f0%2Fimg-0617.jpeg

"
"Title: An engineer restores pay phones for free public use
","URL: https://www.npr.org/sections/national/
","Date from URL: Not found
","Category: National
","Teaser: In a rural Vermont county, spotty cellphone coverage is the norm. But a local tinkerer is using old technology to help his community stay connected free of charge.
","Body: No body found
","Image: No image found

"
"Title: Wildfire smoke is like smoking 'half a pack a day.' Here's how to protect yourself
","URL: https://www.npr.org/2025/08/04/nx-s1-5492448/health-michigan-canada-smoke-minnesota-air-quality-wildfire
","Date from URL: 2025-08-04
","Category: Climate
","Teaser: People play rugby in the hazy weather at Brooklyn Bridge Park on July 27, 2025 in New York City. Hazy conditions and a smoke advisory have been caused by smoke as a result of wildfire in Canada.Liao Pan/China News Service/VCG via Getty Imageshide caption
","Body: ClimateWildfire smoke is like smoking 'half a pack a day.' Here's how to protect yourselfAs Canadian wildfires spread smoke across the U.S. the air pollution is dangerous to health. But there are ways to protect yourself. Here's what to know.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3500x1969+0+364/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F5b%2Fe7%2F40690f7541e88c2b027808a1c725%2Fgettyimages-2227327756.jpg

"
"Title: Wildfire smoke is like smoking 'half a pack a day.' Here's how to protect yourself
","URL: https://www.npr.org/2025/08/04/nx-s1-5492448/health-michigan-canada-smoke-minnesota-air-quality-wildfire
","Date from URL: 2025-08-04
","Category: Climate
","Teaser: People play rugby in the hazy weather at Brooklyn Bridge Park on July 27, 2025 in New York City. Hazy conditions and a smoke advisory have been caused by smoke as a result of wildfire in Canada.Liao Pan/China News Service/VCG via Getty Imageshide caption
","Body: ClimateWildfire smoke is like smoking 'half a pack a day.' Here's how to protect yourselfAs Canadian wildfires spread smoke across the U.S. the air pollution is dangerous to health. But there are ways to protect yourself. Here's what to know.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3500x1969+0+364/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F5b%2Fe7%2F40690f7541e88c2b027808a1c725%2Fgettyimages-2227327756.jpg

"
"Title: Wildfire smoke is like smoking 'half a pack a day.' Here's how to protect yourself
","URL: https://www.npr.org/sections/climate
","Date from URL: Not found
","Category: Climate
","Teaser: As Canadian wildfires spread smoke across the U.S. the air pollution is dangerous to health. But there are ways to protect yourself. Here's what to know.
","Body: No body found
","Image: No image found

"
"Title: Why a NASA satellite that scientists and farmers rely on may be destroyed on purpose
","URL: https://www.npr.org/2025/08/04/nx-s1-5453731/nasa-carbon-dioxide-satellite-mission-threatened
","Date from URL: 2025-08-04
","Category: Climate
","Teaser: A robotic arm attached to the International Space Station brings in the spacecraft carrying one of the two Orbiting Carbon Observatory instruments, known as OCO-3, in 2019. NASA has put out a call for private groups to potentially take over the cost of maintaining the instrument, which measures carbon dioxide in the Earth's atmosphere.NASA TV/NASAhide caption
","Body: ExclusiveClimateWhy a NASA satellite that scientists and farmers rely on may be destroyed on purposeThe Trump administration has asked NASA staffers to draw up plans to end at least two satellite missions that measure carbon dioxide in the atmosphere, according to current and former NASA employees.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/876x493+19+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd3%2Fbe%2Fb5c67e8747a185cb21b1b17a8efa%2Fberthing-on-iss-max-1000x500.jpg

"
"Title: Why a NASA satellite that scientists and farmers rely on may be destroyed on purpose
","URL: https://www.npr.org/2025/08/04/nx-s1-5453731/nasa-carbon-dioxide-satellite-mission-threatened
","Date from URL: 2025-08-04
","Category: Climate
","Teaser: A robotic arm attached to the International Space Station brings in the spacecraft carrying one of the two Orbiting Carbon Observatory instruments, known as OCO-3, in 2019. NASA has put out a call for private groups to potentially take over the cost of maintaining the instrument, which measures carbon dioxide in the Earth's atmosphere.NASA TV/NASAhide caption
","Body: ExclusiveClimateWhy a NASA satellite that scientists and farmers rely on may be destroyed on purposeThe Trump administration has asked NASA staffers to draw up plans to end at least two satellite missions that measure carbon dioxide in the atmosphere, according to current and former NASA employees.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/876x493+19+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd3%2Fbe%2Fb5c67e8747a185cb21b1b17a8efa%2Fberthing-on-iss-max-1000x500.jpg

"
"Title: Why a NASA satellite that scientists and farmers rely on may be destroyed on purpose
","URL: https://www.npr.org/sections/exclusive
","Date from URL: Not found
","Category: Climate
","Teaser: The Trump administration has asked NASA staffers to draw up plans to end at least two satellite missions that measure carbon dioxide in the atmosphere, according to current and former NASA employees.
","Body: No body found
","Image: No image found

"
"Title: What's the deal with electrolyte drinks — do you need them to stay hydrated?
","URL: https://www.npr.org/2025/08/04/nx-s1-5470190/electrolytes-sport-drinks-hydration-salt
","Date from URL: 2025-08-04
","Category: Living Better
","Teaser: Flat lay isotonic energy orange yellow and blue sport drink in plastic bottles on blue background. Allows to maintain the most optimal balance of waterVitaliy Krivchikov/iStockphoto/Getty Imageshide caption
","Body: Living BetterWhat's the deal with electrolyte drinks — do you need them to stay hydrated?Seems like nobody's drinking plain water these days. Electrolyte packets or colorful sports drinks are everywhere. But do you need them?
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2122x1194+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Ff3%2F84%2F788e11444716b5c6e01188e63afb%2Fgettyimages-1360566254.jpg

"
"Title: What's the deal with electrolyte drinks — do you need them to stay hydrated?
","URL: https://www.npr.org/2025/08/04/nx-s1-5470190/electrolytes-sport-drinks-hydration-salt
","Date from URL: 2025-08-04
","Category: Living Better
","Teaser: Flat lay isotonic energy orange yellow and blue sport drink in plastic bottles on blue background. Allows to maintain the most optimal balance of waterVitaliy Krivchikov/iStockphoto/Getty Imageshide caption
","Body: Living BetterWhat's the deal with electrolyte drinks — do you need them to stay hydrated?Seems like nobody's drinking plain water these days. Electrolyte packets or colorful sports drinks are everywhere. But do you need them?
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2122x1194+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Ff3%2F84%2F788e11444716b5c6e01188e63afb%2Fgettyimages-1360566254.jpg

"
"Title: What's the deal with electrolyte drinks — do you need them to stay hydrated?
","URL: https://www.npr.org/series/1176326550/living-better
","Date from URL: Not found
","Category: Living Better
","Teaser: Seems like nobody's drinking plain water these days. Electrolyte packets or colorful sports drinks are everywhere. But do you need them?
","Body: No body found
","Image: No image found

"
"Title: Leaves piled up after her husband's injury. Then a friend showed up with a rake
","URL: https://www.npr.org/2025/08/04/nx-s1-5487544/leaves-piled-up-after-her-husbands-injury-then-a-friend-showed-up-with-a-rake
","Date from URL: 2025-08-04
","Category: My Unsung Hero
","Teaser: Eileen and Barney Freiberg-Dale in 2014.Freiberg-Dale family photohide caption
","Body: My Unsung HeroLeaves piled up after her husband's injury. Then a friend showed up with a rakeIn 2017, Eileen Freiberg-Dale's husband, Barney, had a serious bicycle accident that caused a brain injury. Those first few months were among the hardest of her life. A friend offered support.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3264x1836+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F08%2F46%2Fce4051e74f05802e605383e1c267%2F1-eileen-freiberg-dale.jpg

"
"Title: Leaves piled up after her husband's injury. Then a friend showed up with a rake
","URL: https://www.npr.org/2025/08/04/nx-s1-5487544/leaves-piled-up-after-her-husbands-injury-then-a-friend-showed-up-with-a-rake
","Date from URL: 2025-08-04
","Category: My Unsung Hero
","Teaser: Eileen and Barney Freiberg-Dale in 2014.Freiberg-Dale family photohide caption
","Body: My Unsung HeroLeaves piled up after her husband's injury. Then a friend showed up with a rakeIn 2017, Eileen Freiberg-Dale's husband, Barney, had a serious bicycle accident that caused a brain injury. Those first few months were among the hardest of her life. A friend offered support.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3264x1836+0+0/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F08%2F46%2Fce4051e74f05802e605383e1c267%2F1-eileen-freiberg-dale.jpg

"
"Title: Leaves piled up after her husband's injury. Then a friend showed up with a rake
","URL: https://www.npr.org/series/1134955065/my-unsung-hero-from-hidden-brain
","Date from URL: Not found
","Category: My Unsung Hero
","Teaser: In 2017, Eileen Freiberg-Dale's husband, Barney, had a serious bicycle accident that caused a brain injury. Those first few months were among the hardest of her life. A friend offered support.
","Body: No body found
","Image: No image found

"
"Title: To avoid fakes when shopping online, watch out for these 4 red flags
","URL: https://www.npr.org/2024/10/26/nx-s1-5163453/how-to-avoid-buying-counterfeit-products-red-flags
","Date from URL: 2024-10-26
","Category: Life Kit
","Teaser: A lot of pills scattered on a blue background. A question mark laid out of pills. Counterfeit medicinal products. Empty space to insert textKirill Greshnov/Getty Imageshide caption
","Body: Life KitTo avoid fakes when shopping online, watch out for these 4 red flagsCounterfeit products, especially medicines and safety gear, can be dangerous. Here's how to spot them on e-commerce platforms like Amazon.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5231x2942+0+138/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F9d%2Fff%2Ff5b734304a93b61dd9046c9e5fa8%2Flk-counterfeit-gettyimages-1164875870.jpg

"
"Title: To avoid fakes when shopping online, watch out for these 4 red flags
","URL: https://www.npr.org/2024/10/26/nx-s1-5163453/how-to-avoid-buying-counterfeit-products-red-flags
","Date from URL: 2024-10-26
","Category: Life Kit
","Teaser: A lot of pills scattered on a blue background. A question mark laid out of pills. Counterfeit medicinal products. Empty space to insert textKirill Greshnov/Getty Imageshide caption
","Body: Life KitTo avoid fakes when shopping online, watch out for these 4 red flagsCounterfeit products, especially medicines and safety gear, can be dangerous. Here's how to spot them on e-commerce platforms like Amazon.
","Image: https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5231x2942+0+138/resize/300/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F9d%2Fff%2Ff5b734304a93b61dd9046c9e5fa8%2Flk-counterfeit-gettyimages-1164875870.jpg

"
"Title: To avoid fakes when shopping online, watch out for these 4 red flags
","URL: https://www.npr.org/lifekit
","Date from URL: Not found
","Category: Life Kit
","Teaser: Counterfeit products, especially medicines and safety gear, can be dangerous. Here's how to spot them on e-commerce platforms like Amazon.
","Body: No body found
","Image: No image found

"
